fundname,fundid,fundtype,fundcompany,fundsize,todayestnav,yestnav,accumnav,todayrate,weekrate,monthrate,threemonthrate,sixmonthrate,fromthisyearrate,yearrate,twoyearrate,threeyearrate,industry1,industry1ratio,industry2,industry2ratio,category,date
兴全合润分级混合A,150016,固定收益,兴全基金,57.40亿,--,1.1526,2.4881,0,0.74,5.97,4.24,15.26,1.23,15.26,22.35,63.91,制造业,46.53%,金融业,20.31%,净值型,2018-03-16
广发深证100A,150083,固定收益,广发基金,0.97亿,1.0102,1.0101,1.3483,0.01,0.09,0.39,1.22,2.44,1.01,5.00,10.24,16.89,制造业,58.82%,金融业,10.59%,净值型,2018-03-16
国联安双禧中证100B,150013,分级杠杆,国联安基金,1.97亿,1.5459,1.5680,1.3230,-1.41,0.19,2.35,5.16,14.37,3.23,39.63,68.20,28.65,金融业,43.15%,制造业,31.74%,净值型,2018-03-16
国联安双禧中证100A,150012,固定收益,国联安基金,1.97亿,1.0962,1.0960,1.3800,0.01,0.09,0.37,1.20,2.33,0.92,4.78,10.08,16.54,金融业,43.15%,制造业,31.74%,净值型,2018-03-16
国投瑞银瑞和远见,150009,分级杠杆,国投瑞银基金,2.28亿,1.0011,1.0200,1.4040,-1.85,0.20,1.29,1.29,5.99,0.79,26.34,46.35,24.66,制造业,37.12%,金融业,31.04%,净值型,2018-03-16
银华金瑞,150059,固定收益,银华基金,1.02亿,1.0101,1.0100,1.3770,0.01,0.10,0.40,1.19,2.46,1.00,5.00,10.25,16.91,采矿业,50.80%,制造业,44.05%,净值型,2018-03-16
国投瑞银纯债A,121013,债券型,国投瑞银基金,0.17亿,1.0632,1.0630,1.2380,0.02,0.19,0.76,1.89,2.18,1.69,4.27,6.74,14.69,,,,,净值型,2018-03-16
泰达中证500稳健,150053,固定收益,泰达宏利基金,2.97亿,1.0100,1.0099,1.3729,0.01,0.09,0.39,1.20,2.44,0.99,5.00,10.24,16.48,制造业,56.73%,批发和零售业,8.78%,净值型,2018-03-16
国投瑞银成长优选混合,121008,混合型,国投瑞银基金,4.49亿,0.5601,0.5641,2.7494,-0.72,1.79,5.68,1.35,-1.12,0.18,2.32,12.19,4.53,制造业,48.42%,采矿业,6.24%,净值型,2018-03-16
国投瑞银优化强债C,128112,债券型,国投瑞银基金,1.34亿,1.3459,1.3460,1.6520,-0.01,-0.22,1.51,2.67,1.89,2.59,5.11,9.96,19.45,采矿业,6.59%,制造业,4.60%,净值型,2018-03-16
国投瑞银瑞源灵活配置混合,121010,混合型,国投瑞银基金,12.37亿,1.2371,1.2423,1.4921,-0.42,-0.07,2.35,1.66,2.16,1.33,5.46,14.08,22.64,采矿业,6.40%,制造业,1.81%,净值型,2018-03-16
国投瑞银稳定增利债券A,121009,债券型,国投瑞银基金,4.54亿,1.0144,1.0142,1.6940,0.02,0.05,0.50,0.77,0.38,0.70,2.53,3.05,12.52,金融业,5.36%,电力、热力、燃气及水生产和供应业,3.02%,净值型,2018-03-16
国投瑞银创新动力混合,121005,混合型,国投瑞银基金,10.45亿,0.6071,0.6123,2.9065,-0.86,1.09,8.08,1.24,-0.34,0.95,2.84,25.26,18.42,制造业,43.32%,建筑业,25.62%,净值型,2018-03-16
国投瑞银稳健增长,121006,混合型,国投瑞银基金,5.84亿,1.3858,1.3980,2.4940,-0.88,0.94,6.72,1.16,-0.73,0.94,2.88,23.06,45.91,制造业,36.54%,建筑业,21.50%,净值型,2018-03-16
银华消费A,150047,固定收益,银华基金,2.13亿,1.0112,1.0110,1.4230,0.02,0.10,0.40,1.29,2.66,1.10,5.50,11.30,18.58,制造业,38.74%,金融业,8.87%,净值型,2018-03-16
国投瑞银核心企业混合,121003,混合型,国投瑞银基金,11.00亿,0.7109,0.7180,2.3630,-0.99,2.10,14.70,1.61,-2.59,3.04,3.46,-2.58,-19.06,制造业,51.45%,信息传输、软件和信息技术服务业,23.24%,净值型,2018-03-16
银河行业混合,519670,混合型,银河基金,14.52亿,1.5106,1.5160,3.0410,-0.36,0.53,5.57,1.07,7.14,0.13,7.82,21.86,3.51,制造业,58.43%,房地产业,11.24%,净值型,2018-03-16
浦银安盛价值成长混合A,519110,混合型,浦银安盛基金,16.64亿,1.4369,1.4540,1.7170,-1.18,3.41,12.89,0.70,-7.58,3.83,2.48,14.52,-14.99,制造业,66.51%,信息传输、软件和信息技术服务业,20.99%,净值型,2018-03-16
易方达标普消费品指数A,118002,QDII-指数,易方达基金,0.89亿,1.7986,1.7950,1.7950,0.20,1.18,-0.77,-0.39,7.04,-0.28,19.43,33.66,30.64,,,,,净值型,2018-03-16
信诚中证500A,150028,固定收益,中信保诚基金,3.06亿,1.0051,1.0050,1.4110,0.01,0.10,0.30,1.07,2.25,0.87,4.69,9.61,16.12,制造业,55.60%,信息传输、软件和信息技术服务业,6.72%,净值型,2018-03-16
易方达亚洲精选,118001,QDII,易方达基金,8.21亿,1.0785,1.0810,1.0810,-0.23,3.25,6.82,8.32,14.76,6.92,31.67,61.34,42.42,,,,,净值型,2018-03-16
兴全合润分级混合B,150017,分级杠杆,兴全基金,57.40亿,1.5430,1.5560,4.4852,-0.84,0.74,5.97,4.24,22.64,1.23,34.95,65.17,121.27,制造业,46.53%,金融业,20.31%,净值型,2018-03-16
易方达策略成长二号,112002,混合型,易方达基金,13.24亿,1.0610,1.0700,3.2800,-0.84,1.04,5.94,1.99,3.18,0.61,14.36,15.53,-7.42,制造业,47.49%,采矿业,10.35%,净值型,2018-03-16
易方达纯债债券A,110037,债券型,易方达基金,2.29亿,1.1142,1.1140,1.2800,0.02,0.09,0.45,1.46,1.92,1.27,3.63,3.77,14.07,,,,,净值型,2018-03-16
易方达恒生国企ETF联接A,110031,QDII-指数,易方达基金,13.55亿,1.2302,1.2384,1.2384,-0.67,2.69,2.44,6.51,10.27,4.84,13.78,42.33,12.38,,,,,净值型,2018-03-16
易方达沪深300量化增强,110030,股票指数,易方达基金,12.74亿,2.3943,2.4160,2.4160,-0.90,0.06,2.22,1.72,6.48,0.65,24.04,53.04,40.56,制造业,35.38%,金融业,31.01%,净值型,2018-03-16
易方达双债强债C,110036,债券型,易方达基金,0.19亿,1.2465,1.2480,1.3980,-0.12,0.16,0.48,0.73,-0.72,0.00,2.46,2.38,11.53,制造业,4.32%,交通运输、仓储和邮政业,1.53%,净值型,2018-03-16
易方达双债强债A,110035,债券型,易方达基金,0.37亿,1.2794,1.2810,1.4310,-0.12,0.16,0.47,0.79,-0.54,0.00,2.89,3.14,12.37,制造业,4.32%,交通运输、仓储和邮政业,1.53%,净值型,2018-03-16
易方达上证中盘ETF联接A,110021,联接基金,易方达基金,2.16亿,1.3659,1.3732,1.3732,-0.53,0.43,4.27,0.90,-0.10,0.52,7.48,26.35,5.92,科学研究和技术服务业,0.01%,制造业,0.01%,净值型,2018-03-16
易方达沪深300ETF联接,110020,联接基金,易方达基金,42.00亿,1.3584,1.3707,1.3707,-0.90,0.42,3.04,2.87,6.48,1.69,19.35,37.75,20.61,金融业,0.70%,制造业,0.44%,净值型,2018-03-16
易方达医疗保健行业混合,110023,混合型,易方达基金,26.75亿,1.6742,1.6830,1.6830,-0.52,-0.06,8.37,5.45,16.88,3.57,26.83,38.86,8.37,制造业,69.30%,卫生和社会工作,6.51%,净值型,2018-03-16
国投瑞银纯债B,128013,债券型,国投瑞银基金,9.26亿,1.0632,1.0630,1.2490,0.02,0.09,0.66,1.86,2.25,1.76,4.43,7.17,15.28,,,,,净值型,2018-03-16
易方达深证100ETF联接A,110019,联接基金,易方达基金,17.04亿,1.2402,1.2565,1.2565,-1.30,1.50,5.25,3.45,8.02,1.99,21.46,41.50,23.55,制造业,1.74%,金融业,0.34%,净值型,2018-03-16
易方达增强债券A,110017,债券型,易方达基金,46.53亿,1.2026,1.2040,2.0240,-0.12,0.08,0.75,1.06,2.10,0.25,5.98,8.23,24.24,制造业,5.42%,交通运输、仓储和邮政业,4.27%,净值型,2018-03-16
易方达科翔混合,110013,混合型,易方达基金,28.91亿,2.7408,2.7610,7.8530,-0.73,2.03,9.87,0.95,5.90,1.94,19.67,46.16,66.06,制造业,53.91%,金融业,8.43%,净值型,2018-03-16
国投瑞银融华债券,121001,混合型,国投瑞银基金,3.99亿,1.7082,1.7242,3.2412,-0.93,1.56,6.39,0.12,-1.54,1.45,1.36,19.59,20.48,制造业,38.23%,租赁和商务服务业,1.34%,净值型,2018-03-16
易方达纯债债券C,110038,债券型,易方达基金,1.40亿,1.1102,1.1100,1.2530,0.02,0.00,0.36,1.28,1.65,1.19,3.06,2.65,12.64,,,,,净值型,2018-03-16
易方达科汇灵活配置,110012,混合型,易方达基金,60.13亿,1.5214,1.5270,5.9530,-0.37,0.39,1.87,1.56,3.68,-0.29,9.85,29.89,8.91,制造业,41.73%,金融业,17.12%,净值型,2018-03-16
易方达资源行业混合,110025,混合型,易方达基金,13.12亿,1.1720,1.1820,1.1820,-0.85,1.11,2.07,6.78,3.23,2.25,17.85,43.45,36.81,采矿业,37.82%,制造业,30.37%,净值型,2018-03-16
易方达价值精选混合,110009,混合型,易方达基金,29.76亿,1.1604,1.1703,2.9923,-0.85,2.07,6.28,0.05,3.75,0.14,13.86,28.21,28.85,制造业,60.60%,金融业,11.60%,净值型,2018-03-16
国投瑞银景气行业混合,121002,混合型,国投瑞银基金,6.97亿,1.2901,1.3047,3.3660,-1.12,1.55,7.67,7.97,4.94,8.08,5.90,17.82,16.90,制造业,29.86%,金融业,19.49%,净值型,2018-03-16
易方达积极成长,110005,混合型,易方达基金,25.37亿,0.7061,0.7471,4.8414,-1.12,0.65,-0.39,-3.83,-1.39,-5.10,9.79,31.12,27.81,制造业,63.09%,金融业,12.19%,净值型,2018-03-16
易方达价值成长混合A,110010,混合型,易方达基金,64.96亿,1.8903,1.9014,2.2154,-0.58,0.23,3.22,4.88,14.48,2.52,26.43,39.00,29.04,制造业,52.06%,金融业,22.41%,净值型,2018-03-16
易方达稳健收益债券A,110007,债券型,易方达基金,23.28亿,1.2474,1.2477,2.0233,-0.03,0.14,1.20,0.90,0.21,0.57,3.72,9.01,26.04,制造业,6.68%,金融业,1.58%,净值型,2018-03-16
易方达策略成长,110002,混合型,易方达基金,14.93亿,3.5389,3.5690,5.3120,-0.84,0.96,5.84,2.12,4.37,0.61,14.62,14.77,-10.59,制造业,47.39%,采矿业,10.85%,净值型,2018-03-16
易方达稳健收益债券B,110008,债券型,易方达基金,80.37亿,1.2525,1.2529,2.0625,-0.03,0.15,1.23,0.97,0.36,0.63,4.02,9.68,27.02,制造业,6.68%,金融业,1.58%,净值型,2018-03-16
富国纯债C,100068,债券型,富国基金,0.31亿,1.0281,1.0280,1.1930,0.01,0.00,0.20,0.59,0.88,0.39,1.88,2.65,8.74,,,,,净值型,2018-03-16
易方达平稳增长,110001,混合型,易方达基金,21.72亿,2.8449,2.8660,4.1810,-0.74,1.60,7.06,1.78,4.55,2.50,16.68,35.29,48.20,制造业,41.59%,金融业,6.07%,净值型,2018-03-16
易方达增强债券B,110018,债券型,易方达基金,12.85亿,1.1956,1.1970,1.9620,-0.11,0.00,0.67,0.90,1.79,0.17,5.43,7.28,22.59,制造业,5.42%,交通运输、仓储和邮政业,4.27%,净值型,2018-03-16
富国强回报A/B级,100072,定开债券,富国基金,3.61亿,1.3684,1.3680,1.3980,0.03,0.22,0.96,1.94,1.41,1.63,2.93,6.38,18.24,,,,,净值型,2018-03-16
富国中国中小盘混合,100061,QDII,富国基金,22.45亿,2.0482,2.0550,2.3200,-0.33,3.11,3.74,4.74,4.68,2.60,18.44,53.01,40.26,,,,,净值型,2018-03-16
富国纯债A,100066,债券型,富国基金,3.07亿,1.0381,1.0380,1.2180,0.01,0.10,0.29,0.78,1.17,0.48,2.37,3.74,10.30,,,,,净值型,2018-03-16
富国高新技术产业混合,100060,混合型,富国基金,3.31亿,2.0687,2.0800,2.5000,-0.54,5.00,13.97,9.30,8.50,8.22,27.53,42.05,44.17,制造业,77.49%,租赁和商务服务业,6.72%,净值型,2018-03-16
富国全球顶级消费品混合,100055,QDII,富国基金,0.16亿,1.4706,1.4690,1.4690,0.11,0.62,0.96,-1.28,2.44,-1.41,15.04,32.34,26.20,,,,,净值型,2018-03-16
富国上证综指联接,100053,联接基金,富国基金,0.98亿,1.2445,1.2520,1.2520,-0.60,0.08,2.88,0.16,-2.26,-0.48,3.73,17.34,0.89,制造业,0.18%,文化、体育和娱乐业,0.12%,净值型,2018-03-16
富国通胀通缩主题轮动混合,100039,混合型,富国基金,1.43亿,1.6598,1.6730,1.7230,-0.79,0.36,3.98,3.46,13.19,2.07,14.90,33.63,17.90,制造业,53.52%,租赁和商务服务业,9.80%,净值型,2018-03-16
富国可转换债券,100051,债券型,富国基金,3.96亿,1.5266,1.5280,1.5280,-0.09,-0.13,0.26,-1.36,-0.46,-2.92,8.14,4.66,1.87,金融业,18.36%,制造业,1.60%,净值型,2018-03-16
富国全球债券,100050,QDII,富国基金,0.30亿,--,1.0240,1.0240,0,0.00,0.10,-4.83,-4.03,-3.94,-5.45,3.23,7.56,,,,,净值型,2018-03-16
富国天成红利,100029,混合型,富国基金,18.65亿,1.1454,1.1525,2.4585,-0.61,-0.41,4.68,1.61,4.66,0.96,10.78,27.42,25.40,制造业,42.55%,金融业,8.79%,净值型,2018-03-16
富国天合稳健优选混合,100026,混合型,富国基金,25.40亿,1.3735,1.3883,3.5698,-1.07,0.70,3.90,2.14,12.19,1.79,25.40,56.14,55.86,制造业,45.39%,金融业,12.66%,净值型,2018-03-16
富国强回报C级,100073,定开债券,富国基金,0.39亿,1.3274,1.3270,1.3570,0.03,0.23,0.91,1.76,1.14,1.53,2.39,5.32,16.20,,,,,净值型,2018-03-16
富国天瑞强势,100022,混合型,富国基金,29.39亿,0.6719,0.6829,4.5227,-1.60,0.72,4.24,1.79,8.90,0.38,30.32,79.10,61.92,制造业,58.79%,金融业,7.01%,净值型,2018-03-16
富国天益价值混合,100020,混合型,富国基金,37.19亿,1.6305,1.6447,4.7660,-0.87,0.93,6.52,0.02,14.63,0.67,31.02,56.80,39.11,制造业,67.07%,信息传输、软件和信息技术服务业,10.38%,净值型,2018-03-16
富国天利增长债券,100018,债券型,富国基金,23.58亿,1.2172,1.2169,2.4289,0.02,0.12,0.62,1.65,0.81,1.53,2.79,3.96,14.54,批发和零售业,0.24%,制造业,0.18%,净值型,2018-03-16
富国天源沪港深平衡混合,100016,混合型,富国基金,9.52亿,1.7978,1.8160,3.5290,-1.00,0.00,1.11,-3.56,9.13,-4.37,26.73,37.78,41.52,制造业,46.82%,金融业,12.34%,净值型,2018-03-16
大成标普500,096001,QDII-指数,大成基金,2.60亿,1.6735,1.6650,1.8230,0.51,0.48,1.03,-1.76,4.42,-2.09,3.10,25.44,28.40,,,,,净值型,2018-03-16
大成债券C,092002,债券型,大成基金,0.49亿,1.0213,1.0214,2.0122,-0.01,0.15,0.77,1.48,0.76,1.10,3.06,2.49,13.98,金融业,2.81%,交通运输、仓储和邮政业,1.62%,净值型,2018-03-16
富国产业债债券,100058,债券型,富国基金,5.53亿,1.0322,1.0320,1.3870,0.02,0.00,0.39,0.98,0.98,0.68,2.68,2.85,9.47,租赁和商务服务业,0.34%,租赁和商务服务业,0.34%,净值型,2018-03-16
大成健康产业混合,090020,混合型,大成基金,0.28亿,1.0338,1.0460,1.0460,-1.17,0.10,6.19,2.55,4.50,0.00,12.84,22.63,-5.94,制造业,77.81%,卫生和社会工作,3.79%,净值型,2018-03-16
富国优化强债A/B,100035,债券型,富国基金,3.97亿,1.6205,1.6240,1.6890,-0.22,0.37,0.68,0.68,3.97,0.12,7.98,6.28,17.34,制造业,16.77%,金融业,3.13%,净值型,2018-03-16
大成新锐产业混合,090018,混合型,大成基金,0.60亿,1.7399,1.7570,2.2570,-0.97,1.44,6.36,5.46,1.38,4.33,2.39,27.86,29.55,制造业,42.62%,文化、体育和娱乐业,11.33%,净值型,2018-03-16
大成竞争优势混合,090013,混合型,大成基金,11.03亿,1.3538,1.3660,2.3760,-0.89,-0.65,5.00,2.55,10.61,-1.16,30.22,64.48,75.24,制造业,56.19%,房地产业,12.37%,净值型,2018-03-16
大成可转债增强债券,090017,债券型,大成基金,0.46亿,1.1314,1.1330,1.1430,-0.14,0.62,0.98,0.53,-5.35,-0.70,-1.22,-5.66,-38.16,制造业,11.75%,金融业,2.85%,净值型,2018-03-16
大成行业轮动混合,090009,混合型,大成基金,2.30亿,1.6619,1.6820,1.6820,-1.20,-0.24,4.34,2.37,5.79,0.78,17.79,54.60,39.82,制造业,65.81%,租赁和商务服务业,7.58%,净值型,2018-03-16
大成中证红利指数,090010,股票指数,大成基金,1.93亿,1.8292,1.8430,1.8430,-0.75,-0.27,2.39,4.30,5.92,2.50,20.69,47.79,45.92,制造业,38.49%,金融业,16.88%,净值型,2018-03-16
大成内需增长混合,090015,混合型,大成基金,4.77亿,2.7183,2.7360,2.7360,-0.65,0.22,4.03,4.67,4.99,0.74,19.89,39.52,57.79,制造业,64.77%,建筑业,8.00%,净值型,2018-03-16
大成深证成长40联接,090012,联接基金,大成基金,1.57亿,1.0758,1.0890,1.0890,-1.21,3.03,9.56,2.64,5.73,3.62,15.61,18.89,11.35,制造业,0.43%,,,净值型,2018-03-16
大成2020生命周期混合,090006,混合型,大成基金,22.19亿,0.7234,0.7280,2.5500,-0.63,0.28,1.96,1.53,-2.02,1.39,-4.46,-0.55,2.25,制造业,22.81%,租赁和商务服务业,2.99%,净值型,2018-03-16
大成精选增值,090004,混合型,大成基金,17.67亿,1.0583,1.0682,3.4892,-0.93,0.06,3.30,-0.13,9.44,-1.73,19.89,54.86,45.84,制造业,53.33%,租赁和商务服务业,9.72%,净值型,2018-03-16
大成策略回报混合,090007,混合型,大成基金,31.37亿,1.1108,1.1190,2.8290,-0.74,-0.62,4.78,1.64,8.46,-1.66,22.85,56.10,66.20,制造业,57.61%,房地产业,12.51%,净值型,2018-03-16
大成蓝筹稳健,090003,混合型,大成基金,39.66亿,0.9461,0.9560,3.5260,-1.04,0.75,5.40,4.11,8.26,3.86,23.61,45.36,15.57,制造业,49.63%,金融业,16.60%,净值型,2018-03-16
大成消费主题混合,090016,混合型,大成基金,0.32亿,0.8989,0.9070,1.1640,-0.89,1.68,6.71,5.10,6.96,3.89,6.46,-10.46,-23.85,制造业,50.31%,文化、体育和娱乐业,13.15%,净值型,2018-03-16
大成核心双动力混合,090011,混合型,大成基金,1.36亿,1.0997,1.1070,1.6570,-0.66,0.00,3.46,1.28,-0.27,0.18,5.03,26.54,32.61,制造业,46.11%,金融业,17.05%,净值型,2018-03-16
大成价值增长,090001,混合型,大成基金,23.43亿,0.9964,1.0019,3.9910,-0.55,0.52,3.63,0.93,1.95,-0.18,1.42,25.96,40.27,制造业,55.11%,交通运输、仓储和邮政业,3.53%,净值型,2018-03-16
长盛中小盘精选混合,080015,混合型,长盛基金,0.52亿,0.7988,0.8050,0.8050,-0.77,0.88,6.48,4.55,5.64,3.07,-5.41,-4.39,-34.07,制造业,59.02%,采矿业,9.00%,净值型,2018-03-16
大成债券A/B,090002,债券型,大成基金,1.59亿,1.0141,1.0142,2.0656,-0.01,0.15,0.80,1.54,0.90,1.17,3.37,3.11,15.03,金融业,2.81%,交通运输、仓储和邮政业,1.62%,净值型,2018-03-16
长盛同禧债券A,080009,债券型,长盛基金,0.50亿,0.9957,0.9960,1.3060,-0.03,-0.20,-1.19,-1.19,-2.35,-1.78,-2.19,-3.21,-2.34,金融业,4.78%,住宿和餐饮业,1.54%,净值型,2018-03-16
长盛电子信息产业混合,080012,混合型,长盛基金,17.19亿,1.6488,1.6770,2.7050,-1.68,2.26,8.68,1.02,3.97,3.14,3.71,-9.95,21.14,制造业,66.50%,信息传输、软件和信息技术服务业,8.11%,净值型,2018-03-16
长盛战略新兴产业混合A,080008,混合型,长盛基金,3.70亿,2.1602,2.1700,2.2200,-0.45,1.17,6.53,4.68,7.91,3.93,14.75,19.10,47.12,制造业,23.60%,金融业,5.79%,净值型,2018-03-16
长盛环球行业混合(QDII),080006,QDII,长盛基金,0.60亿,1.4142,1.4180,1.4680,-0.27,3.58,4.80,3.35,6.86,2.90,20.78,46.79,29.50,,,,,净值型,2018-03-16
长盛积极配置债券,080003,债券型,长盛基金,5.02亿,1.0862,1.0866,1.6646,-0.04,-0.10,0.18,0.09,0.84,0.01,4.15,6.29,9.62,金融业,5.05%,制造业,5.01%,净值型,2018-03-16
长盛同鑫行业配置混合,080007,混合型,长盛基金,1.15亿,1.0469,1.0560,1.0870,-0.87,0.38,1.64,0.19,2.52,-0.47,13.43,3.83,-24.73,制造业,25.55%,金融业,10.09%,净值型,2018-03-16
长盛同禧债券C,080010,债券型,长盛基金,0.86亿,0.9907,0.9910,1.2610,-0.03,-0.20,-1.29,-1.29,-2.56,-1.78,-2.65,-4.35,-4.13,金融业,4.78%,住宿和餐饮业,1.54%,净值型,2018-03-16
大成强化收益定期开放债券,090008,定开债券,大成基金,2.14亿,1.2148,1.2150,1.4150,-0.02,0.33,1.50,0.91,-0.65,0.16,1.00,6.02,-1.86,制造业,12.88%,农、林、牧、渔业,1.58%,净值型,2018-03-16
长盛成长价值,080001,混合型,长盛基金,3.47亿,1.1434,1.1520,3.7750,-0.74,0.00,1.86,1.29,3.41,-0.43,10.95,28.09,36.50,制造业,38.05%,交通运输、仓储和邮政业,7.19%,净值型,2018-03-16
嘉实优化红利混合,070032,混合型,嘉实基金,27.73亿,1.5135,1.5350,2.3880,-1.40,0.39,2.20,4.49,18.53,1.66,49.17,59.40,103.63,制造业,66.00%,金融业,12.48%,净值型,2018-03-16
嘉实纯债债券A,070037,债券型,嘉实基金,6.42亿,1.1622,1.1620,1.2150,0.02,0.00,0.35,1.13,1.48,1.04,3.11,4.40,12.50,,,,,净值型,2018-03-16
嘉实增强收益定期债券A,070033,定开债券,嘉实基金,0.76亿,1.0122,1.0120,1.3140,0.02,0.20,0.30,1.40,0.78,1.00,2.37,5.05,18.72,制造业,1.00%,,,净值型,2018-03-16
嘉实纯债债券C,070038,债券型,嘉实基金,0.13亿,1.1552,1.1550,1.2070,0.02,0.00,0.26,0.96,1.49,0.87,2.94,3.84,12.33,,,,,净值型,2018-03-16
嘉实深证120联接,070023,联接基金,嘉实基金,1.65亿,1.8410,1.8577,1.8577,-0.90,0.10,2.58,5.04,8.67,2.26,25.55,50.17,49.66,制造业,2.76%,金融业,0.56%,净值型,2018-03-16
嘉实全球房地产,070031,QDII,嘉实基金,0.36亿,1.0305,1.0270,1.2580,0.34,2.09,3.32,-5.02,-3.71,-5.37,-2.12,3.35,7.17,,,,,净值型,2018-03-16
嘉实中创400ETF联接A,070030,联接基金,嘉实基金,1.18亿,1.6490,1.6562,1.6562,-0.43,1.57,9.23,-2.38,-9.57,-0.28,-13.12,-5.11,-14.08,制造业,2.96%,信息传输、软件和信息技术服务业,0.68%,净值型,2018-03-16
嘉实周期优选混合,070027,混合型,嘉实基金,22.97亿,2.2419,2.2670,2.3270,-1.11,1.70,3.37,2.21,6.08,-1.48,11.24,32.26,17.28,制造业,52.84%,金融业,24.37%,净值型,2018-03-16
嘉实信用债券C,070026,债券型,嘉实基金,1.38亿,1.1022,1.1020,1.3460,0.02,0.27,0.36,1.66,0.64,1.57,1.61,1.00,15.34,制造业,3.27%,,,净值型,2018-03-16
嘉实领先成长混合,070022,混合型,嘉实基金,19.70亿,2.1570,2.1850,2.6300,-1.28,0.88,7.79,3.41,14.40,2.25,17.73,37.67,55.59,制造业,64.54%,信息传输、软件和信息技术服务业,8.62%,净值型,2018-03-16
嘉实稳固债券,070020,债券型,嘉实基金,4.54亿,1.0854,1.0870,1.4240,-0.15,0.18,0.83,1.68,2.42,1.78,9.48,9.81,22.41,制造业,9.77%,批发和零售业,2.70%,净值型,2018-03-16
嘉实信用债券A,070025,债券型,嘉实基金,11.51亿,1.1112,1.1110,1.3760,0.02,0.27,0.45,1.83,0.91,1.65,2.02,1.90,16.70,制造业,3.27%,,,净值型,2018-03-16
嘉实海外中国股票混合,070012,QDII,嘉实基金,58.64亿,0.9243,0.9270,0.9270,-0.29,4.04,4.98,4.63,7.79,3.69,26.99,60.66,42.62,,,,,净值型,2018-03-16
嘉实主题新动力混合,070021,混合型,嘉实基金,5.53亿,1.4994,1.5170,1.5170,-1.16,1.47,10.57,-1.17,1.74,0.00,0.86,18.05,21.55,制造业,70.46%,批发和零售业,5.19%,净值型,2018-03-16
嘉实多元债券B,070016,债券型,嘉实基金,0.80亿,1.1603,1.1610,1.6110,-0.06,0.00,0.87,1.36,2.16,1.19,4.54,9.61,15.05,制造业,7.16%,金融业,1.59%,净值型,2018-03-16
嘉实量化阿尔法混合,070017,混合型,嘉实基金,2.72亿,1.3634,1.3780,1.6580,-1.06,1.32,3.38,0.66,-0.58,-0.14,-4.70,23.26,31.07,制造业,52.70%,金融业,13.73%,净值型,2018-03-16
